"","0.877","X2","6","X4","X5","X6","X7","7","X9","X10","X11","X12","X13","X14","X15","X16","8","X18","X19","X20","X21","9","X23","X24","X25","X26","X27","X28","X29","X30","10","X32","X33","X34","X35","X36","X37","X38","X39","11","X41","X42","X43","X44","X45","X46","X47","X48","12","X50","X51","X52","X53","X54","X55","X56","X57","13","X59","X60","X61","X62","X63","X64","X65","X66"
"1","Affordibility Attribute Totals
(sorted by winner below)",NA,"Consumption tax rate","raw data","difference","score","weighted score","Rental housing","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","GINI coefficient","raw data","difference","score","weighted score","Cost of one minute prepaid cellular","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Food 12 eggs","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Monthly transit pass","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Price per square meter to buy an apartment","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Tube of toothpaste","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score"
"81","Toronto",76.7749677347019,"Beirut","0.1","0.1","56.521739130434781","49.5695652173913","Boston","3038","1","3038","8","379.75","379.75","96.485493508332553","84.617777806807652","Tehran","0.38300000000000001","0.10000000000000003","82.547993019197207","72.394589877835955","Seoul","277.08999999999997","8.9999999999999998E-4","0.24938099999999996","4.4569999999999999","5.595265873906214E-2","4.5364939440816529E-2","95.558807877808306","83.80507450883789","Berlin","3.91","1.3277000000000001","5.191307000000001","11.29","0.45981461470327734","0.19110295826155954","99.437888268579712","87.207028011544409","Osaka","7837","1.0200000000000001E-2","79.937400000000011","8.39","9.5276996424314664","9.5270299995743244","92.729962291170295","81.324176929356355","Amsterdam","5171.43","1.3277000000000001","6866.1076110000013","9.2799999999999994","739.88228566810369","737.00728566810369","95.563978651359008","83.809609277241847","Tokyo","346.77","1.0200000000000001E-2","3.5370539999999999","9.1","0.38868725274725274","0.23698370978888247","99.229030817332827","87.02386002680089"
"82","Quito",76.5503587184084,"Cairo","0.1","0.1","56.521739130434781","49.5695652173913","San Francisco","4275.2299999999996","1","4275.2299999999996","11.05","386.8986425339366","386.8986425339366","96.419334323099818","84.559756201358539","Caracas","0.39","0.10700000000000004","81.326352530541001","71.323211169284463","Nairobi","4.32","1.18E-2","5.0976E-2","0.90500000000000003","5.6327071823204421E-2","4.573935252495881E-2","95.522153129444604","83.772928294522913","Lima","1.94","0.37619999999999998","0.72982799999999992","1.47","0.49648163265306117","0.22776997621134337","99.330035616097149","87.112441235317206","Vancouver","103.4","0.97109999999999996","100.41173999999999","9.9499999999999993","10.09163216080402","10.090962517946878","92.299627688047707","80.946773482417839","Madrid","3592.86","1.3277000000000001","4770.2402220000004","6.24","764.46157403846155","761.58657403846155","95.416036765212695","83.679864243091529","Vancouver","4.1900000000000004","0.97109999999999996","4.0689090000000006","9.9499999999999993","0.40893557788944734","0.25723203493107705","99.163157788764053","86.96608938074607"
"83","New York City",76.3543901916467,"Jakarta","0.1","0.1","56.521739130434781","49.5695652173913","Seoul","2177050","8.9999999999999998E-4","1959.345","4.46","439.31502242152465","439.31502242152465","95.934231736175178","84.134321232625638","Dar Es Salaam","0.39","0.10700000000000004","81.326352530541001","71.323211169284463","Hong Kong","1.70","0.12889999999999999","0.21912999999999996","3.8679999999999999","5.6652016546018605E-2","4.6064297247772987E-2","95.490341294999354","83.745029315714433","Tel Aviv","12.91","0.27729999999999999","3.5799430000000001","6.41","0.55849344773790954","0.28978179129619175","99.147633579713442","86.952474649408686","Chicago","90","1","90","8.25","10.909090909090908","10.908421266233766","91.67582825362544","80.399701378429512","Vancouver","7851.31","0.97109999999999996","7624.4071409999997","9.9499999999999993","766.27207447236185","763.39707447236185","95.40513942575258","83.670307276385017","Seoul","3000","8.9999999999999998E-4","2.6999999999999997","4.46","0.60538116591928248","0.45367762296091219","98.524069580646895","86.405609022227324"
"84","Vancouver",76.2376430694136,"Seoul","0.1","0.1","56.521739130434781","49.5695652173913","New York City","4039.62","1","4039.62","8.75","461.67085714285713","461.67085714285713","95.72733318119225","83.952871199905601","Bangkok","0.4","0.11700000000000005","79.581151832460719","69.792670157068045","Madrid","0.28999999999999998","1.3277000000000001","0.38503300000000001","6.24","6.1704006410256411E-2","5.11162871120108E-2","94.995755435015639","83.31127751650871","London","2.85","1.5636000000000001","4.4562600000000003","7.85","0.56767643312101923","0.29896477667930144","99.120622674909754","86.928786085895851","Seoul","55320.2","8.9999999999999998E-4","49.788179999999997","4.46","11.163269058295963","11.162599415438821","91.481865945375773","80.22959643409456","Dar Es Salaam","207.5","1","207.5","0.26","798.07692307692309","795.20192307692309","95.213707142593762","83.502421164054724","Rio De Janeiro","3.13","0.46410000000000001","1.4526330000000001","2.31","0.6288454545454546","0.4771419115870843","98.447734192699343","86.338662886997326"
"85","Paris",75.679866779852,"Sydney","0.1","0.1","56.521739130434781","49.5695652173913","Buenos Aires","8951.4599999999991","0.1832","1639.9074719999999","3.44","476.71728837209298","476.71728837209298","95.588081620345434","83.830747581042942","Istanbul","0.4","0.11700000000000005","79.581151832460719","69.792670157068045","Quito","0.14000000000000001","1","0.14000000000000001","2.13","6.5727699530516437E-2","5.5139980232270819E-2","94.601839022735859","82.965812822939355","Rome","3.62","1.3277000000000001","4.8062740000000002","7.97","0.60304567126725228","0.33433401482553449","99.016587322059877","86.837547081446516","Madrid","53.77","1.3277000000000001","71.390429000000012","6.24","11.44077387820513","11.440104235347988","91.270103149917816","80.043880462477929","Tokyo","724049.87","1.0200000000000001E-2","7385.3086740000008","9.1","811.57238175824193","808.69738175824193","95.132478443794994","83.431183595208211","Singapore","3.24","0.79949999999999999","2.5903800000000001","4","0.64759500000000003","0.49589145704162974","98.386737081347889","86.285168420342103"
"86","Shanghai",75.1497534949995,"Shanghai","0.11600000000000001","0.11600000000000001","49.565217391304351","43.468695652173913","London","2445.9499999999998","1.5636000000000001","3824.4874199999999","7.85","487.19584968152867","487.19584968152867","95.491104736223392","83.745698853667918","Casablanca","0.40899999999999997","0.126","78.010471204188477","68.415183246073298","Los Angeles","0.62","1","0.62","9","6.8888888888888888E-2","5.830116959064327E-2","94.292361054767312","82.694400645030939","Singapore","3.09","0.79949999999999999","2.4704549999999998","4","0.61761374999999996","0.34890209355828217","98.97373666169112","86.799967052303117","Shanghai","200.47","0.1615","32.375905000000003","2.75","11.773056363636364","11.772386720779222","91.016539741470837","79.821505353269927","San Francisco","9149.32","1","9149.32","11.05","827.99276018099545","825.11776018099545","95.033644754288019","83.34450644951059","Sao Paulo","3.49","0.46410000000000001","1.6197090000000001","2.31","0.70117272727272728","0.54946918431435698","98.212434904031923","86.132305410835997"
"87","Hong Kong",74.4328776143612,"Caracas","0.12","0.12","47.826086956521749","41.943478260869576","Warsaw","4275.1499999999996","0.31690000000000002","1354.7950349999999","2.66","509.32144172932323","509.32144172932323","95.286337028826523","83.566117574280867","Osaka","0.41499999999999998","0.13200000000000001","76.96335078534031","67.496858638743447","Boston","0.56999999999999995","1","0.56999999999999995","8","7.1249999999999994E-2","6.0662280701754376E-2","94.061210122008632","82.491681277001575","Seoul","3918.27","8.9999999999999998E-4","3.526443","4.46","0.79068228699551568","0.52197063055379789","98.464671517593374","86.353516920929394","Toronto","123","0.97109999999999996","119.44529999999999","9.9499999999999993","12.004552763819095","12.003883120961953","90.839885783326267","79.666579831977131","Santiago","1121428.57","2E-3","2242.8571400000001","2.5299999999999998","886.50479841897243","883.62979841897243","94.681462820915584","83.035642893942963","Hong Kong","22.49","0.12889999999999999","2.8989609999999995","3.87","0.74908552971576214","0.59738198675739185","98.056562189524627","85.995605040213093"
"88","Madrid",74.3630048372922,"Manila","0.12","0.12","47.826086956521749","41.943478260869576","Quito","1100","1","1100","2.13","516.43192488262912","516.43192488262912","95.220531000646972","83.508405687567389","Toronto","0.41799999999999998","0.13500000000000001","76.43979057591622","67.037696335078522","Cairo","0.47","0.14630000000000001","6.8761000000000003E-2","0.91400000000000003","7.5230853391684907E-2","6.4643134093439289E-2","93.671487685680546","82.149894700341832","Rio De Janeiro","4.45","0.46410000000000001","2.065245","2.31","0.89404545454545448","0.62533379810373668","98.160638290661012","86.086879780909712","New Delhi","450","1.7100000000000001E-2","7.6950000000000003","0.62","12.411290322580646","12.410620679723504","90.529506012303614","79.394376772790267","Cairo","5846.67","0.14630000000000001","855.36782100000005","0.91","939.96463846153847","937.08963846153847","94.359689893652359","82.753448036733118","Tel Aviv","17.72","0.27729999999999999","4.9137559999999993","6.41","0.76657659906396247","0.61487305610559218","97.999659225808813","85.945701141034334"
"89","New Delhi",74.3142574486694,"Quito","0.12","0.12","47.826086956521749","41.943478260869576","Istanbul","2545.36","0.52529999999999999","1337.0776080000001","2.4700000000000002","541.32696680161939","541.32696680161939","94.990132616355652","83.306346304543908","Quito","0.42","0.13700000000000001","76.090750436300169","66.731588132635252","Dallas","0.59","1","0.59","7.25","8.137931034482758E-2","7.0791591046581961E-2","93.069558554494208","81.622002852291416","Shanghai","15.33","0.1615","2.4757950000000002","2.75","0.90028909090909093","0.63157743446737313","98.142273209980686","86.070773605153065","Amsterdam","90","1.3277000000000001","119.49300000000001","9.2799999999999994","12.876400862068968","12.875731219211826","90.174582057933236","79.083108464807452","Johannesburg","12500","0.1038","1297.5","1.38","940.21739130434787","937.34239130434787","94.35816858303788","82.752113847324225","Warsaw","6.48","0.31690000000000002","2.0535120000000004","2.66","0.77199699248120313","0.62029344952283283","97.982025286807911","85.930236176530542"
"90","Amsterdam",74.2921633072195,"Vancouver","0.12","0.12","47.826086956521749","41.943478260869576","Santiago","708286","2E-3","1416.5720000000001","2.5299999999999998","559.90988142292497","559.90988142292497","94.818151644477638","83.155518992206893","Tokyo","0.42","0.13700000000000001","76.090750436300169","66.731588132635252","Bogota","290.35000000000002","5.0000000000000001E-4","0.14517500000000003","1.7170000000000001","8.4551543389633096E-2","7.3963824091387478E-2","92.758999418253623","81.349642489808431","Buenos Aires","17.170000000000002","0.1832","3.1455440000000006","3.44","0.91440232558139556","0.64569066913967776","98.100760431477639","86.034366898405892","New York City","116.5","1","116.5","8.75","13.314285714285715","13.313616071428573","89.840433914400222","78.790060542928998","Paris","9333.33","1.3277000000000001","12391.862241000001","12.52","989.76535471246018","986.89035471246018","94.059941105868745","82.490568349846896","Durban","10.39","0.1038","1.0784820000000002","1.38","0.78150869565217407","0.62980515269380377","97.951081261051755","85.90309826594239"
"91","Jakarta",74.1965206605707,"Mumbai","0.1236","0.1236","46.260869565217398","40.570782608695659","Cairo","4345.9799999999996","0.14630000000000001","635.81687399999998","0.91","698.69986153846151","698.69986153846151","93.533679528363223","82.029036946374546","Accra","0.42799999999999999","0.14500000000000002","74.694589877835952","65.507155322862133","Shanghai","1.57","0.1615","0.25355500000000003","2.746","9.2336125273124556E-2","8.1748405974878938E-2","91.996894934886626","80.681276857895568","Quito","1.98","1","1.98","2.13","0.92957746478873238","0.66086580834701458","98.056124158695795","85.995220887176217","Casablanca","190","0.1201","22.818999999999999","1.47","15.523129251700681","15.522459608843539","88.154874426225092","77.311824871799402","Tehran","2615.0500000000002","1","2615.0500000000002","2.2400000000000002","1167.4330357142858","1164.5580357142858","92.990565482026469","81.552725927737214","Bogota","2766.93","5.0000000000000001E-4","1.3834649999999999","1.72","0.80434011627906976","0.65263657332069946","97.876804756073724","85.83795777107666"
"92","Bangkok",73.8544442974856,"New Delhi","0.125","0.125","45.652173913043484","40.036956521739135","Karachi","38357","9.9000000000000008E-3","379.73430000000002","0.52","730.2582692307692","730.2582692307692","93.241613093336738","81.772894682856318","Manila","0.43","0.14700000000000002","74.345549738219887","65.201047120418835","Istanbul","0.45","0.52529999999999999","0.23638500000000001","2.4689999999999999","9.5741190765492118E-2","8.51534714672465E-2","91.663541683969612","80.388926056841356","Hong Kong","28.61","0.12889999999999999","3.6878289999999994","3.87","0.95292739018087835","0.68421573373916056","97.987442506092862","85.934987077843445","Durban","242.44","0.1038","25.165272000000002","1.38","18.23570434782609","18.235034704968946","86.08491944153991","75.4964743502305","New York City","10254.64","1","10254.64","8.75","1171.9588571428571","1169.0838571428571","92.963324719461838","81.52883577896803","Johannesburg","11.92","0.1038","1.237296","1.38","0.89659130434782608","0.74488776138945578","97.576687827662042","85.574755224859615"
"93","London",73.2126588721432,"Casablanca","0.1275","0.1275","44.565217391304351","39.083695652173915","Shanghai","12994","0.1615","2098.5309999999999","2.75","763.10218181818175","763.10218181818175","92.937649580498771","81.506318682097429","Washington","0.43719999999999998","0.1542","73.089005235602087","64.099057591623037","Singapore","0.48","0.79949999999999999","0.38375999999999999","3.9980000000000002","9.5987993996998491E-2","8.5400274698752873E-2","91.639379840462084","80.367736120085254","Casablanca","11.98","0.1201","1.438798","1.47","0.97877414965986398","0.71006249321814618","97.911416646239601","85.868312398752124","Caracas","60","0.1651","9.9060000000000006","0.53","18.690566037735849","18.689896394878705","85.73781634245303","75.192064932331306","Warsaw","10044.19","0.31690000000000002","3183.0038110000005","2.66","1196.6179740601506","1193.7429740601506","92.814902348053963","81.398669359243328","Shanghai","17.09","0.1615","2.7600350000000002","2.75","1.0036490909090909","0.85194554795072064","97.228401212194569","85.269307863094639"
"94","Singapore",73.1939248998615,"Tel Aviv","0.13","0.13","43.478260869565219","38.130434782608695","Lima","3037","0.37619999999999998","1142.5193999999999","1.47","777.224081632653","777.224081632653","92.806954363717637","81.391698976980365","Lima","0.45300000000000001","0.17000000000000004","70.331588132635247","61.68080279232111","Washington","0.89","1","0.89","8.25","0.10787878787878788","9.7291068580542261E-2","90.475280411137291","79.34682092056741","Warsaw","8.8800000000000008","0.31690000000000002","2.8140720000000004","2.66","1.0579218045112784","0.78921014806956058","97.678611117161964","85.664141949751041","Hong Kong","580","0.12889999999999999","74.761999999999986","3.87","19.318346253229969","19.317676610372825","85.258759822246475","74.771932364110157","Bogota","4138674.57","5.0000000000000001E-4","2069.3372850000001","1.72","1203.1030726744186","1200.2280726744186","92.775868763908505","81.364436905947755","Buenos Aires","18.96","0.1832","3.4734720000000001","3.44","1.0097302325581397","0.85802668959976935","97.208617688630753","85.251957712929169"
"95","Warsaw",73.1390597616909,"Toronto","0.13","0.13","43.478260869565219","38.130434782608695","Casablanca","9727.1200000000008","0.1201","1168.227112","1.47","794.71232108843537","794.71232108843537","92.645104380583518","81.249756541771745","Dallas","0.46250000000000002","0.17950000000000005","68.673647469458984","60.226788830715527","Tehran","2480.5500000000002","1E-4","0.24805500000000003","2.2429999999999999","0.11059072670530541","0.10000300740705979","90.20978371918406","79.113980321724426","Istanbul","5.54","0.52529999999999999","2.9101620000000001","2.4700000000000002","1.1782032388663968","0.90949158242467898","97.324814368340654","85.353862201034758","Cairo","128.35","0.14630000000000001","18.777605000000001","0.91","20.634730769230771","20.634061126373627","84.254232170809146","73.890961613799618","Tel Aviv","27854.55","0.27729999999999999","7724.0667149999999","6.41","1205.0026076443057","1202.1276076443057","92.764435528657287","81.354409958632445","Jakarta","16098.1","1E-4","1.6098100000000002","1.47","1.0951088435374152","0.94340530057904493","96.930859027570918","85.008363367179697"
"96","Casablanca",73.0831724382442,"Durban","0.14000000000000001","0.14000000000000001","39.130434782608695","34.317391304347829","Durban","10816.9","0.1038","1122.79422","1.38","813.61900000000003","813.61900000000003","92.470127038198882","81.096301412500424","Detroit","0.46800000000000003","0.18500000000000005","67.713787085514824","59.384991273996498","Johannesburg","1.5","0.1038","0.15570000000000001","1.3839999999999999","0.11250000000000002","0.1019122807017544","90.022867355577517","78.950054670841482","Sao Paulo","6.34","0.46410000000000001","2.9423940000000002","2.31","1.2737636363636364","1.0050519799219186","97.043732270077868","85.107353200858284","London","104.5","1.5636000000000001","163.39620000000002","7.85","20.814802547770704","20.81413290491356","84.116820131554533","73.770451255373331","Istanbul","5764.5","0.52529999999999999","3028.0918499999998","2.4700000000000002","1225.9481174089067","1223.0731174089067","92.638365230193813","81.243846306879973","Quito","2.44","1","2.44","2.13","1.1455399061032865","0.99383636314491619","96.766793762823042","84.864478129995803"
"97","Lagos",72.8324407853452,"Johannesburg","0.14000000000000001","0.14000000000000001","39.130434782608695","34.317391304347829","New Delhi","30373.7","1.7100000000000001E-2","519.39026999999999","0.62","837.72624193548381","837.72624193548381","92.247019577294452","80.900636169287239","Chicago","0.47239999999999999","0.18940000000000001","66.945898778359506","58.711553228621284","Miami","0.92","1","0.92","8.0500000000000007","0.11428571428571428","0.10369799498746866","89.848047322398685","78.79673750174365","Manila","73","2.3599999999999999E-2","1.7227999999999999","1.29","1.3355038759689921","1.0667922195272743","96.862129047926956","84.948087175031944","Jakarta","306640","1E-4","30.664000000000001","1.47","20.859863945578233","20.85919430272109","84.08243396280227","73.740294585377598","Manila","75020.990000000005","2.3599999999999999E-2","1770.4953640000001","1.29","1372.4770263565892","1369.6020263565892","91.756412797802639","80.470374023672917","Santiago","1483.05","2E-3","2.9661","2.5299999999999998","1.1723715415019764","1.0206679985436062","96.679503526581158","84.787924592811677"
"98","Buenos Aires",72.6739403272894,"Accra","0.15","0.15","34.782608695652186","30.504347826086967","Sao Paulo","4270.46","0.46410000000000001","1981.920486","2.31","857.97423636363635","857.97423636363635","92.059628641518316","80.73629431861157","Boston","0.47720000000000001","0.19420000000000004","66.108202443280973","57.976893542757416","Lima","0.46500000000000002","0.37619999999999998","0.17493300000000001","1.4670000000000001","0.11924539877300613","0.10865767947476052","89.362498086688731","78.370910822026019","Santiago","1722.74","2E-3","3.4454799999999999","2.5299999999999998","1.3618498023715415","1.0931381459298237","96.78463493459283","84.880124837637908","Washington","176.68","1","176.68","8.25","21.415757575757578","21.415087932900434","83.658233802449814","73.368271044748482","Lima","5883.33","0.37619999999999998","2213.3087459999997","1.47","1505.6522081632652","1502.7772081632652","90.954835986973663","79.767391160575897","Istanbul","6.27","0.52529999999999999","3.2936309999999995","2.4700000000000002","1.3334538461538459","1.1817503031954757","96.155461207933044","84.328339479357282"
"99","Manila",72.5813921839041,"Nairobi","0.15","0.15","34.782608695652186","30.504347826086967","Johannesburg","12871","0.1038","1336.0098","1.38","968.12304347826102","968.12304347826102","91.040224566064012","79.84227694443814","Singapore","0.47799999999999998","0.19500000000000001","65.968586387434556","57.854450261780109","Chicago","1.01","1","1.01","8.25","0.12242424242424242","0.1118365231259968","89.051291777244231","78.097982888643187","Bogota","4777.8900000000003","5.0000000000000001E-4","2.3889450000000001","1.72","1.388921511627907","1.1202098551861892","96.705005997913716","84.810290260170333","Singapore","120","0.79949999999999999","95.94","4","23.984999999999999","23.984330357142856","81.697655394677184","71.648843781131887","Nairobi","118000","1.18E-2","1392.3999999999999","0.9","1547.1111111111109","1544.2361111111109","90.705296284796688","79.548544841766699","Casablanca","17.29","0.1201","2.0765289999999998","1.47","1.4126047619047619","1.2609012189463917","95.897962847061734","84.102513416873137"
"100","Istanbul",71.2065755361559,"Bogota","0.16","0.16","30.434782608695656","26.69130434782609","Bogota","3400600","5.0000000000000001E-4","1700.3","1.72","988.54651162790697","988.54651162790697","90.851209657849935","79.67651086993439","Mexico City","0.48099999999999998","0.19800000000000001","65.445026178010465","57.395287958115176","Dubai","0.73","0.27229999999999999","0.19877899999999998","1.56","0.12742243589743588","0.11683471659919026","88.561972541906187","77.668849919251727","Jakarta","20456.2","1E-4","2.04562","1.47","1.3915782312925171","1.1228665748507993","96.697191501978338","84.803436947234999","Bangkok","999.94","3.2599999999999997E-2","32.598044000000002","1.22","26.719708196721314","26.71903855386417","79.610810731261836","69.818681011316627","Rome","9413.33","1.3277000000000001","12498.078241000001","7.97","1568.140306273526","1565.265306273526","90.578722286819669","79.43753944554085","Cairo","9.26","0.14630000000000001","1.354738","0.91","1.4887230769230768","1.3370195339647066","95.650330319205906","83.885339689943578"
"101","Rome",71.1555081581818,"Mexico City","0.16","0.16","30.434782608695656","26.69130434782609","Singapore","5011.2700000000004","0.79949999999999999","4006.5103650000001","4","1001.62759125","1001.62759125","90.730147013347334","79.570338930705617","Vancouver","0.483","0.2","65.095986038394415","57.0891797556719","Manila","7.07","2.3599999999999999E-2","0.166852","1.288","0.12954347826086957","0.11895575896262395","88.354324151950635","77.486742281260703","Dubai","9.16","0.27229999999999999","2.4942679999999999","1.56","1.5988897435897436","1.3301780871480258","96.087403803342838","84.268653135531665","Santiago","34054","2E-3","68.108000000000004","2.5299999999999998","26.920158102766802","26.919488459909658","79.457848226079506","69.684532894271726","Casablanca","19639.87","0.1201","2358.7483869999996","1.47","1604.5907394557821","1601.7157394557821","90.359328390846002","79.245130998771941","Karachi","78.37","9.9000000000000008E-3","0.77586300000000008","0.52","1.492044230769231","1.3403406878108608","95.639525748425228","83.875864081368931"
"102","Nairobi",70.0253139773478,"Dar Es Salaam","0.18","0.18","21.739130434782624","19.065217391304362","Manila","56673.3","2.3599999999999999E-2","1337.4898800000001","1.29","1036.8138604651162","1036.8138604651162","90.404505481881671","79.284751307610222","San Francisco","0.48449999999999999","0.20150000000000001","64.83420593368237","56.859598603839437","Santiago","167.27","2E-3","0.33454","2.5249999999999999","0.13249108910891089","0.12190336981066527","88.065755353249031","77.233667444799394","Durban","21.42","0.1038","2.2233960000000002","1.38","1.6111565217391306","1.3424448652974128","96.051322206452724","84.237009575059034","Bogota","95589.9","5.0000000000000001E-4","47.79495","1.72","27.787761627906978","27.787091985049834","78.795783517102578","69.10390214449896","Sao Paulo","9386.17","0.46410000000000001","4356.1214970000001","2.31","1885.7668818181819","1882.8918818181819","88.666938919936726","77.760905432784512","New Delhi","57.4","1.7100000000000001E-2","0.98153999999999997","0.62","1.5831290322580645","1.4314254892996943","95.343203376647836","83.615989361320146"
"103","Bogota",69.7455514101761,"Istanbul","0.18","0.18","21.739130434782624","19.065217391304362","Rio De Janeiro","5180.49","0.46410000000000001","2404.2654090000001","2.31","1040.8075363636365","1040.8075363636365","90.367544850226722","79.25233683364884","Lagos","0.48799999999999999","0.20500000000000002","64.223385689354274","56.323909249563698","Buenos Aires","2.81","0.1832","0.51479200000000003","3.4350000000000001","0.14986666666666668","0.13927894736842106","86.364699887965969","75.741841801746162","New Delhi","62.52","1.7100000000000001E-2","1.0690920000000002","0.62","1.7243419354838712","1.4556302790421534","95.718397747980987","83.945034824979331","Manila","1567.59","2.3599999999999999E-2","36.995123999999997","1.29","28.678390697674416","28.677721054817273","78.116148108997578","68.507861891590878","London","9751.26","1.5636000000000001","15247.070136000002","7.85","1942.3019281528666","1939.4269281528666","88.326656432417309","77.462477691229978","Manila","102","2.3599999999999999E-2","2.4072","1.29","1.866046511627907","1.7143429686695368","94.42279978423916","82.808795410777748"
"104","Santiago",69.1793962763685,"Moscow","0.18","0.18","21.739130434782624","19.065217391304362","Bangkok","39179","3.2599999999999997E-2","1277.2353999999998","1.22","1046.9142622950819","1046.9142622950819","90.311028384317837","79.202771893046744","Los Angeles","0.4894","0.20640000000000003","63.979057591623032","56.109633507853403","Durban","2.0299999999999998","0.1038","0.21071399999999998","1.3839999999999999","0.15225","0.14166228070175438","86.131373417016619","75.53721448672357","Moscow","71.53","3.1399999999999997E-2","2.2460419999999996","1.21","1.8562330578512394","1.5875214014095216","95.330452172322154","83.60480655512653","Karachi","1512.86","9.9000000000000008E-3","14.977314","0.52","28.802526923076922","28.801857280219778","78.021420262045467","68.424785569813878","Karachi","102025.57","9.9000000000000008E-3","1010.0531430000002","0.52","1942.4098903846157","1939.5348903846157","88.326006611480409","77.461907798268314","Bangkok","72.81","3.2599999999999997E-2","2.3736059999999997","1.22","1.94557868852459","1.7938751455662199","94.164061082442302","82.581881569301899"
"105","Durban",67.705484959342,"Sao Paulo","0.185","0.185","19.565217391304358","17.158695652173922","Jakarta","15968600","1E-4","1596.8600000000001","1.47","1086.2993197278913","1086.2993197278913","89.946527949762725","78.883105011941907","Rome","0.49","0.20700000000000002","63.874345549738216","56.017801047120415","Jakarta","2505","1E-4","0.2505","1.468","0.17064032697547685","0.16005260767723123","84.330974776684016","73.958264879151884","Tehran","44247.199999999997","1E-4","4.4247199999999998","2.2400000000000002","1.9753214285714282","1.7066097721297104","94.980164710178698","83.297604450826725","Istanbul","151.25","0.52529999999999999","79.451624999999993","2.4700000000000002","32.166649797570848","32.165980154713708","75.454271826929769","66.173396392217413","Rio De Janeiro","11214.29","0.46410000000000001","5204.5519890000005","2.31","2253.0528090909092","2250.1778090909092","86.456257633441354","75.822137944528066","Nairobi","165.45","1.18E-2","1.9523099999999998","0.9","2.1692333333333331","2.0175297903749629","93.436454788906246","81.943770849870774"
"106","Karachi",67.6091777455625,"Berlin","0.19","0.19","17.391304347826093","15.252173913043483","Beirut","2318900","6.9999999999999999E-4","1623.23","1.4","1159.45","1159.45","89.269533767573876","78.289381114162282","Santiago","0.494","0.21100000000000002","63.176265270506107","55.405584642233855","Bangkok","1.89","3.2599999999999997E-2","0.14139760000000001","1.224","0.17307066240000002","0.1624829431017544","84.093046837735542","73.749602076694075","Cairo","12.62","0.14630000000000001","1.846306","0.91","2.0289076923076923","1.7601960358659745","94.82254565622398","83.159372540508429","Rio De Janeiro","170.79","0.46410000000000001","79.263638999999998","2.31","34.313263636363637","34.312593993506496","73.816199567787464","64.736807020949612","Seoul","11671584.42","8.9999999999999998E-4","10504.425977999999","4.46","2355.2524614349772","2352.3774614349772","85.841121462553986","75.282663522659846","Lima","8.6","0.37619999999999998","3.2353199999999998","1.47","2.2008979591836733","2.0491944162253031","93.333441587142104","81.853428271923619"
"107","Johannesburg",66.4536390973465,"Rio De Janeiro","0.19","0.19","17.391304347826093","15.252173913043483","Hong Kong","41690","0.12889999999999999","5373.8409999999994","3.87","1388.5894056847544","1388.5894056847544","87.148896693772983","76.429582400438903","Miami","0.502","0.21900000000000003","61.780104712041876","54.181151832460728","Casablanca","2.74","0.1201","0.32907400000000003","1.47","0.22385986394557825","0.21327214464733263","79.120823694113767","69.388962379737777","Bangkok","76.55","3.2599999999999997E-2","2.4955299999999996","1.22","2.0455163934426226","1.7768047370009048","94.773692693211132","83.116528491946156","Sao Paulo","184.66","0.46410000000000001","85.700705999999997","2.31","37.099872727272725","37.099203084415585","71.689749543846943","62.871910349953772","Jakarta","35664361.18","1E-4","3566.4361180000001","1.47","2426.1470190476193","2423.2720190476193","85.414409573556782","74.908437196009302","Dubai","12.91","0.27229999999999999","3.515393","1.56","2.2534570512820511","2.1017535083236809","93.162453292997697","81.703471537958976"
"108","Moscow",66.393564080119,"Santiago","0.19","0.19","17.391304347826093","15.252173913043483","Dubai","9113","0.27229999999999999","2481.4699000000001","1.56","1590.6858333333332","1590.6858333333332","85.278536701900094","74.789276687566385","New York City","0.505","0.22200000000000003","61.256544502617793","53.721989528795802","Beirut","450.91","6.9999999999999999E-4","0.315637","1.4","0.22545500000000002","0.2148672807017544","78.96466112085686","69.252007802991471","Johannesburg","29","0.1038","3.0102000000000002","1.38","2.1813043478260874","1.9125926913843696","94.374284945477356","82.766247897183646","Dubai","220","0.27229999999999999","59.905999999999999","1.56","38.401282051282053","38.400612408424912","70.696649400298213","62.00096152406153","Mexico City","21909.22","7.8399999999999997E-2","1717.6828480000001","0.56999999999999995","3013.4786807017549","3010.6036807017549","81.879280626400316","71.808129109353075","Moscow","88.96","3.1399999999999997E-2","2.7933439999999994","1.21","2.3085487603305781","2.1568452173722079","92.983225742147397","81.546288975863263"
