"","Country","Age.standardized.road.deaths","Food.safety","Age.standardized.suicides","Homicides","Consumption.tax.rate","Rental.housing","GINI.Coefficient","Cost.of.one.prepaid.cellular.minute","Food.-.12.eggs","Monthly.transit.pass","Price.per.square.meter.to.buy.an.apartment","Tube.of.toothpaste","KMs.of.dedicated.public.transportation","HRs/week.dedicated.public.transit","Public.bike.rentals","KMs.of.bike.paths","Commuter.time.by.transit","Commuter.time.by.foot","Commuter.time.to.airport","Real.time.transit.app","Density","Standing.rate.for.a.taxi","Number.of.public.health.clinics","Number.of.public.sexual.health.clinics","Number.of.homeless.shelters","Urban.smoking.scale","Mental.health.outpatient.facilities","Doctor.density","Number.of.cities.connected.through.direct.flights","Getaway.city.bus.cost","Getaway.city.bus.time","Getaway.city.bus.frequency","Getaway.city.plane.cost","Getaway.city.plane.time","Getaway.city.plane.frequency","Hostel.Stay","Youth.unemployment.rate","Employment.initiatives.and.programs.scale","Youth.Employment.Centres","Number.of.new.jobs.created.in.2013","Municipal.water.scale","Smart.cities.initiatives.scale","Quantity.of.annual.recycled.materials","Quantity.of.annual.waste","Carbon.emissions","Recycled.materials","Total.registered.vehicles","Post-secondary.institutions","Average.cost.of.tuition","Full-time.undergrad.enrolment","Student.housing","Student.debt","Age.at.which.you.can.register.a.business","Number.of.entrepreneurship.Incubators","Total.early.stage.entrepreneurial.activity","Ease.of.doing.business.rank","Employment.initiatives.and.programs.scale","Total.green.space/public.space","Number.of.municipally.maintained.sports.facilities/fields","Number.of.public.libraries","Business.banking.availability","Personal.Banking.availability","Number.of.""Chartered"".banks.in.your.city","Online.banking","Mobile.banking","Financial.literacy","Languages.to.vote.in","Diversity.of.food","Openness.to.LGBTQ","Openness.to.immigrants","Diversity.of.religion","Global.gender.gap.index","Cellular.competitiveness.level","Average.cost.of.baseline.package.with.data","Free.WIFI.scale","Mobile.phone.infrastructure","Municipal.government.open.urban.data.scale","Gamers.+.Developers.scale","Number.of.nightclubs","Music.festivals","Grafitti.and.street.art","Number.of.design.schools","Number.of.professional.sports.teams","Number.of.pro.sports.facilities","1.pair.of.sport.shoes.(Nike,.Adidas,.or.similar)","1.month.of.gym.membership.in.business.district","FIlm.festivals","Cost.of.a.movie.ticket","Number.of.cinema.seats","Voting.age","Average.age.of.city.councillors.(elected.officials).in.your.city","Volunteer.opportunities","Political.influence.-.Youth.advisory.board","Volunteerism.in.high.school.scale","Number.of.restaurants.in.your.city","Last.call.index","Number.of.food.festivals","Food.-.fast.food","Young.designer.showcase.scale","Number.of.fashion.incubators","Youth.population"
"28","Madrid","86.032124999999994","0","74.715000000000003","86.209890134053722","7.6260869565217542","85.551527324718549","80.200349040139614","83.31127751650871","87.3173855775904","80.043880462477929","83.679864243091529","87.173667577289365","7.5339728217426112","72.5","5.8885692278772455","1.2383895702989625","62.603174603174608","74.07719298245614","62.511111111111106","87","15.733758657136475","85.514394757839071","7.7443714821763603","0.99031339031339094","6.8605263157894836","65.174999999999997","3.2684262619597328","74.485714285714295","47.838926174496642","81.992987355110643","71.216736401673643","4.3431016042780781","86.337053607851544","66.663959390862942","32.996984924623113","82.218194711545266","3.5702857142857258","85.2","19.169999999999998","32.723602036624605","56.733333333333327","85.1","51.166656514539156","23.591205412565806","70.776771093646559","45.209375000000001","27.421894792041595","6.7789285448375027","69.776469632395361","39.68594977380031","83.880728081974667","0","12.01428571428572","3.6885964912280791","4.1473972602739861","32.107266229898748","0","0.51067282097563271","0.37640471512770601","39.421810699588477","18.876923076923077","0","19.202587800369688","22.458942065491186","38.695808383233533","54.533333333333324","0","42.024545454545461","81.100000000000009","33.75260115606936","47.705882352941174","63.797251308900542","50.019047619047619","76.521705813550113","80.800000000000011","80.800000000000011","60.6","80.800000000000011","12.506506849315079","13.5975","77.400000000000006","17.849999999999998","11.723076923076924","10.610126582278479","75.790179214444393","75.612312932099485","10.436249999999999","73.361878669078621","14.971505486436904","45.3","21.015463917525775","3.5390625","0","0","6.0099085416190272","49.933333333333323","11.096296296296304","73.601671585785468","28.834615384615379","7.9333333333333353","15.98"
"29","Manila","69.331125","52.74","81.621428571428581","83.473688815343991","41.943478260869576","79.284751307610222","65.201047120418835","77.486742281260703","84.948087175031944","68.507861891590878","80.470374023672917","82.808795410777748","0.71862509992007217","65.25","0","6.8530978388539984E-2","79.174603174603178","85.982456140350877","45.111111111111114","0","59.100961349857577","86.776463524572847","0.24455909943715473","0.49515669515668925","3.8114035087719391","50.691666666666663","0.11468162322665426","10.345238095238102","19.425503355704699","66.245073717744503","85.026276150627623","0.83165775401070008","86.105227848090109","55.699492385786797","12.156783919597988","78.811760921773441","66.537142857142868","42.6","8.52","20.615887306956818","56.733333333333327","85.1","0.66152255333175369","13.13409713437548","83.283341758456544","23.934374999999999","69.807513030319399","1.1059145347899928","73.943360992769314","12.711187248126089","75.936449429787885","0","12.01428571428572","6.6394736842105351","34.792054794520553","51.191304347826083","42.05","4.1444368583962041E-2","17.232789783889977","1.542592592592589","18.876923076923077","0","1.5120147874306782","1.8544080604533997","4.8982035928143768","54.533333333333324","3.1192307692307639","32.440000000000005","24.330000000000002","72.193063583815032","27.669411764705877","81.100000000000009","0","44.974256263242388","32.32","80.800000000000011","0","80.800000000000011","0","2.9137500000000003","0","10.040625","12.309230769230769","3.8582278481012646","72.796485731500525","73.22098794035378","3.7949999999999999","67.148176431353946","0.25839771259160588","45.3","38.116833743986248","8.2578125","0.62916666666667387","0","4.4824198664134256","0","11.0962962962963","72.312262218298997","0","0","27.18"
"30","Mexico City","65.046000000000006","81.747","77.540357142857133","74.233153692152655","26.69130434782609","66.193729234814626","57.395287958115176","63.308058119540647","78.827490778862199","58.244710068871321","71.808129109353075","77.666787684676919","87","42.018928571428575","5.3311681738273773","2.1409797993311064","62.603174603174608","54.845614035087721","70.888888888888886","87","17.993831982900375","82.803273167777107","6.0324577861163267","1.4854700854700802","7.6228070175438667","65.174999999999997","5.7340811613327131E-2","41.38095238095238","27.253691275167782","48.143965392934398","74.831799163179923","3.1418181818181852","84.96673548660722","72.365482233502533","3.039195979899497","46.197514355490178","67.186285714285717","85.2","74.55","26.921217134200113","56.733333333333327","85.1","12.439564618957458","25.872482471117031","82.122039727008826","15.956249999999999","57.413978850840088","18.109161589012572","13.652443752911607","84.3","82.196184315705082","79.931217080701757","12.01428571428572","22.131578947368428","26.266849315068498","72.629541393686722","0","0.24476801135294202","20.009456450556652","69.588065843621393","18.876923076923077","0","3.3264325323475017","4.1209068010075542","9.7964071856287536","54.533333333333324","3.1192307692307639","37.600909090909099","81.100000000000009","45.472254335260111","77.283529411764718","48.759075043629998","11.542857142857148","7.046231297465523","24.240000000000002","80.800000000000011","67.333333333333329","80.800000000000011","25.279109589041095","40.792500000000004","77.400000000000006","31.237499999999997","32.238461538461536","16.397468354430377","68.197315915606225","68.353552233464853","21.821249999999999","53.333283518472705","29.351913654503424","45.3","63.824742268041234","8.84765625","75.5","22.65","15.712633628804747","24.966666666666661","6.4728395061728392","66.39662898299531","15.103846153846147","0","25.5"
"31","Miami","73.945875000000001","87.9","52.74","69.863119778246414","61.008695652173913","85.656388595328664","54.181151832460728","78.79673750174365","87.508733217917055","83.024115784136882","85.333024234067651","87.232591373073078","1.1590727418065565","72.5","4.7253980175730641","0.44762526444264594","54.317460317460323","76.824561403508781","77.333333333333329","87","0.40032594209932187","85.720665247111668","0.48911819887429708","12.13133903133903","12.196491228070176","57.933333333333323","5.562058726492892","49.657142857142858","40.010738255033559","84.488658214923845","86.4","86.4","86.095145905791838","45.173604060913704","2.6050251256281403","84.208153045230304","61.01942857142857","42.6","4.26","38.300787277786981","85.1","85.1","1.1308966630211488","25.340233354581812","76.815954827563374","18.615624999999998","13.91027889676637","5.6427366464226889","66.31672495838518","34.83700064233124","80.893682868253023","71.636115403726706","84.1","4.4263157894736906","21.428219178082191","65.667123287671231","84.1","6.513077990074026E-2","1.2546823837590122","7.8843621399176875","18.876923076923077","0","10.60570372326379","13.564651553316537","15.772215568862283","81.8","6.2384615384615394","37.600909090909099","72.990000000000009","17.345086705202302","55.338823529411769","68.680235602094243","9.6190476190476257","64.298162214643639","64.64","80.800000000000011","74.066666666666677","60.6","4.9227739726027435","6.7987500000000001","0","3.3468749999999998","5.861538461538462","0.96455696202531616","76.039379945567546","76.10879180831428","29.885624999999997","74.5962592342688","5.862028029056856","45.3","29.4475945017182","4.12890625","0","0","9.145348361460643","24.966666666666661","1.8493827160493856","74.126868179433359","21.969230769230773","0","20.059999999999999"
"32","Montreal","82.296374999999998","87.9","59.960357142857134","87.100644478532175","49.664891304347826","86.389732628852641","76.067888307155314","84.295037178964805","87.485865841693425","84.515643112586517","85.777930912060242","87.620049005956162","1.6458832933653074","68.616071428571431","15.793767848084054","8.578101456310689","35.904761904761905","62.578947368421048","61.866666666666667","87","6.7952695803439456","85.836208852391593","3.1385084427767347","3.2185185185185112","21.343859649122809","65.174999999999997","0.17202243483998139","41.38095238095238","37.111409395973148","85.542271110202421","74.28953974895397","1.0164705882352905","86.311622969656767","68.856852791878183","22.142713567839195","85.871927415069052","71.892571428571429","85.2","48.99","15.140681954406679","28.366666666666664","85.1","3.0333133360510685","16.301678636363636","71.610431724580266","47.868749999999999","64.452099176730655","7.0892806440213887","80.553381449343235","15.202406001574079","81.867352131670984","79.647750746865668","12.01428571428572","7.3771929824561466","20.276164383561653","45.982013103037524","84.1","0.5312412863359931","3.2730844793712022E-2","7.0273662551440337","56.630769230769225","28.870588235294107","1.2096118299445449","1.4423173803526441","3.9185628742515015","0","43.669230769230772","78.88818181818182","72.990000000000009","28.595953757225431","66.788235294117641","68.715619546247808","9.6190476190476257","67.029486022483923","48.480000000000004","80.800000000000011","67.333333333333329","80.800000000000011","9.5794520547945243","31.080000000000002","77.400000000000006","3.3468749999999998","14.653846153846152","8.6810126582278464","76.015997128666569","76.120027211101075","15.18","75.273762286720611","9.3864105508991731","45.3","21.015463917525775","4.12890625","0.81791666666667384","0","4.1461317853517663","29.647916666666664","23.117283950617288","74.173628621787216","1.3730769230769206","7.9333333333333353","20.6"
"33","Moscow","57.904125000000001","64.167000000000002","29.509285714285713","83.819031549946942","19.065217391304362","65.961157085421632","51.426178010471197","84.97131742060408","83.60480655512653","57.794424596200052","86.779122605960822","81.546288975863263","7.7008792965627535","68.875","2.5637084310246165","1.493785842293915","55.238095238095241","72.856140350877183","47.68888888888889","87","13.640791182974779","86.367649651350789","6.5215759849906236","0","0","57.933333333333323","8.4864401187726752","86.9","71.613422818791946","55.724478659572071","62.902092050209212","0.83165775401070008","85.785909537784576","68.856852791878183","13.025125628140703","63.610496769859679","64.751999999999995","42.6","0","10.52089281905026","85.1","85.1","6.7596470936839097","23.265917045602038","70.500928166887405","5.3187499999999996","39.475885558118136","0.18427492581096333","46.621626497431549","8.1795542232323459","83.837846393975468","84.3","12.01428571428572","1.475438596491234","5.5298630136986278","18.98385944014294","0","0.75833334603946778","83.3","83.3","18.876923076923077","0","81.8","81.8","81.8","0","0","30.22818181818182","24.330000000000002","17.813872832369935","27.669411764705877","49.714441535776615","1.9238095238095227","64.06436068290769","16.16","40.400000000000006","53.86666666666666","60.6","15.167465753424658","27.195","77.400000000000006","16.734375","46.892307692307696","76.2","69.901570345973596","67.231344785969938","31.30875","52.229054287033975","7.1863498756259725","45.3","25.023969072164952","26.54296875","2.8312499999999998","0","2.3153940660569545","6.2416666666666627","2.7740740740740786","69.335615739251864","1.3730769230769206","7.9333333333333353","18.3"
"34","Mumbai","49.333874999999999","87.9","24.486428571428561","85.943290008079032","40.570782608695659","68.783261048078444","79.128970331588121","84.801411593814208","82.351961003863522","58.425302524505419","0","79.999957633372205","2.6983213429256652","76.125","0","0.70934292354019479","60.301587301587304","59.93333333333333","87","87","87","84.084553934894998","4.9727016885553521","0.49515669515668925","6.8605263157894836","57.933333333333323","0.91745298581324652","12.41428571428572","22.90469798657718","58.159668684294374","45.549790794979081","1.940534759358292","85.587844824438761","61.401015228426402","84.229145728643203","62.013796478492871","78.221714285714285","85.2","8.52","12.916998309207511","28.366666666666664","56.733333333333327","3.6534214811242069","9.2787724620171286","78.139441079809004","23.934374999999999","67.230413731036322","4.7631893730328896","72.084289662184844","25.244554910664537","81.777890274633251","0","6.0071428571428536","1.475438596491234","14.976712328767128","17.230732578916022","42.05","5.7047632446663069E-2","3.8185985592665998E-2","4.4563786008230482","18.876923076923077","38.494117647058815","8.6184842883548924","11.538539042821153","22.041916167664677","81.8","3.1192307692307639","19.169090909090915","32.440000000000005","0","20.036470588235293","33.013219895287939","15.390476190476194","44.130934355085138","24.240000000000002","0","67.333333333333329","20.200000000000003","1.3304794520548009","5.8275000000000006","77.400000000000006","17.849999999999998","14.653846153846152","5.7873417721518976","69.711955917292684","68.804869797637565","6.6412500000000003","52.362323932906293","1.3475697374519444","45.3","47.206958762886586","3.5390625","0","0","2.3053158626037917","21.845833333333328","3.6987654320987713","67.273707963093074","56.296153846153842","0","30"
"35","Nairobi","36.917999999999999","64.167000000000002","39.868928571428576","27.05699990565898","30.504347826086967","74.230966327818606","78.975916230366479","83.772928294522913","81.41509709296632","49.810940355383977","79.548544841766699","81.943770849870774","3.7090327737809781","12.946428571428569","0","3.5928125000000111","51.095238095238102","55.354385964912282","0","87","13.406465938041865","73.26847365233192","3.1792682926829374","1.4854700854700802","26.679824561403514","50.691666666666663","0","2.0690476190476179","14.786577181208045","75.38630136986302","67.240167364016727","1.940534759358292","85.934826076121354","77.628426395939087","3.4733668341708541","56.899903612562667","38.948571428571427","42.6","4.26","25.607505859360973","56.733333333333327","70.916666666666657","0.49126960954118137","11.318956091234298","83.780222851492042","13.296875","75.978231577560834","9.5846868466037325","70.010389303343942","5.0314160594871007","83.853712730233127","76.636817777777765","12.01428571428572","5.1640350877193013","53.455342465753432","18.98385944014294","0","0.54889036295431282","0.12546823837590595","0","18.876923076923077","0","6.6528650646950034","2.4725440806045329","4.8982035928143768","0","3.1192307692307639","22.118181818181824","0","20.157803468208087","21.944705882352945","61.426527050610822","1.9238095238095227","45.841162217461623","16.16","80.800000000000011","67.333333333333329","20.200000000000003","5.5880136986301441","3.8850000000000002","77.400000000000006","6.6937499999999996","22.508307692307692","5.7873417721518976","73.243158691195276","71.173887225221208","4.7437500000000004","59.122356504143603","0.30545122526447849","45.3","28.798969072164944","11.796875","1.8875","0","0.17410688792885068","49.933333333333323","3.6987654320987713","68.216954437859101","0","0","27.55"
"36","New Delhi","49.333874999999999","87.9","24.486428571428561","84.511830682145373","40.036956521739135","80.900636169287239","79.128970331588121","86.24102791871357","83.945034824979331","79.394376772790267","61.251067688937582","83.615989361320146","4.4044764188649168","66.15625","5.6214869947427672E-2","0.24433061826145702","40.968253968253975","58.305263157894736","61.222222222222229","0","35.520866234841947","84.592853671284274","10.230722326454037","0","67.08070175438597","57.933333333333323","0.91745298581324652","12.41428571428572","28.123489932885906","79.854999558108702","70.493723849372387","7.8545454545454563","84.753165059648595","79.821319796954313","1.7366834170854271","82.003720902175175","62.074285714285715","42.6","2.13","20.615887306956818","28.366666666666664","56.733333333333327","3.6534214811242069","7.7339316133364582","81.643608699084012","23.934374999999999","39.328465781909415","0","74.458285189149038","2.4465789773423916","81.891772725315434","84.3","6.0071428571428536","1.475438596491234","14.976712328767128","72.629541393686722","0","6.1234440423514939E-2","0.37094957432875203","6.3417695473250983","18.876923076923077","38.494117647058815","9.3744916820702375","11.950629722921908","23.021556886227554","81.8","3.1192307692307639","28.016363636363639","32.440000000000005","0","43.889411764705883","33.013219895287939","11.542857142857148","56.180439249090476","24.240000000000002","0","67.333333333333329","20.200000000000003","1.3304794520548009","8.7412500000000009","77.400000000000006","23.428124999999998","14.653846153846152","3.8582278481012646","70.162165851682204","72.95314680648886","11.385","58.990877600762559","4.7450757230477425","45.3","52.149484536082468","2.359375","0","0","0.5602365509290419","9.3625000000000007","5.5481481481481572","69.057422851010031","23.342307692307692","0","30.38"
"37","New York City","73.945875000000001","87.9","52.74","83.639920579180696","53.840173913043479","83.952871199905601","53.721989528795802","84.389747830432825","87.352482274142631","78.790060542928998","81.52883577896803","87.258960464955834","26.890487609912071","87","15.36709628678263","13.043829198473283","50.17460317460317","56.880701754385974","72.822222222222223","87","33.511500443294707","86.00255256554469","2.0787523452157597","2.9709401709401728","20.581578947368424","86.9","5.562058726492892","49.657142857142858","64.075167785234896","86.197103718199614","82.423430962343105","1.2012834224598932","86.217481210466801","76.312690355329948","24.313567839195976","81.373077681305858","58.42285714285714","85.2","31.95","47.991669913988268","85.1","85.1","24.147433288728205","27.445839004491756","63.588936406515188","13.296875","62.212129254434849","1.4841161523743762","57.377329171301284","7.3940307631857323","80.727960045733639","74.833302685714273","12.01428571428572","84.1","21.428219178082191","59.956938653960691","0","1.1570373877642615","23.12979698755731","15.254526748971195","18.876923076923077","0","32.961922365988904","43.063476070528964","15.772215568862283","81.8","12.476923076923079","77.413636363636371","72.990000000000009","16.407514450867055","81.100000000000009","68.680235602094243","15.390476190476194","71.665026154590095","64.64","80.800000000000011","80.800000000000011","80.800000000000011","77.7","74.786249999999995","77.400000000000006","24.543749999999999","29.307692307692307","3.8582278481012646","76.120870745912953","75.807795280415689","70.207499999999996","74.127041246960829","43.26706543155089","45.3","40.47422680412371","8.84765625","0.18875","0","7.8916733947295334","37.450000000000003","74.900000000000006","74.151762357101802","71.399999999999991","31.733333333333331","22.71"
"38","Osaka","87.350624999999994","87.9","32.648571428571422","85.784423841069483","57.195652173913047","85.861064931375111","67.496858638743447","84.070132041856155","87.593618044420467","81.324176929356355","84.057253513726025","87.265672287137093","17.678177458033577","68.875","0.2637608976678541","9.778121165919277","66.746031746031747","76.31578947368422","67.666666666666657","87","37.864248702340213","84.113941130055181","0.20379924953096434","0.7427350427350401","3.8114035087719391","72.416666666666657","6.5941933355328182","45.519047619047619","61.46577181208054","82.299149346090417","66.734058577405861","0.64684491978609726","86.374342861139439","72.365482233502533","25.181909547738691","85.101461817893977","77.572571428571436","85.2","19.169999999999998","8.1170669604143981","56.733333333333327","85.1","10.371794836693599","62.742832875149517","61.35776444086315","39.890625","53.541278275258819","5.8516647929558259","71.182651019024775","6.1203297728934256","81.74466793767661","81.673993709177594","20.023809523809522","4.4263157894736906","0.6912328767123449","23.491899940440746","0","0.1500289812175285","0.86191224623444418","3.7707818930041133","37.753846153846148","14.435294117647054","1.3608133086876115","1.6483627204030218","3.4287425149700694","54.533333333333324","0","35.389090909090918","40.550000000000004","29.533526011560692","32.440000000000005","37.577748691099472","5.7714285714285687","60.939166893561087","56.56","80.800000000000011","80.800000000000011","20.200000000000003","8.5150684931506859","25.252500000000001","77.400000000000006","8.9249999999999989","20.515384615384612","6.751898734177213","76.159653077813758","75.76513792641326","7.59","72.668527420486456","10.11537555680906","15.1","23.504375435051543","10.02734375","0","0","74.900000000000006","74.900000000000006","5.5481481481481572","74.181771825684095","0","23.800000000000004","16.38"
"39","Paris","81.307500000000005","87.9","52.112142857142857","86.67387620781065","11.439130434782607","85.455948585617705","82.0369982547993","86.150913821156266","87.38100550057743","83.120049144637775","82.490568349846896","87.364320147398217","4.9608313349320561","69.910714285714292","36.297381538461536","14.439145669291346","58.460317460317455","69.294736842105266","58.000000000000007","87","26.476639882176634","86.259570550232894","2.0379924953095694","0.24757834757835082","9.1473684210526329","57.933333333333323","16.456812933025393","64.140476190476207","81.76107382550336","84.515386056282551","71.939748953974899","0.46203208556149455","86.318837718055278","66.663959390862942","25.616080402010049","84.728171631136178","75.625142857142848","85.2","4.26","7.1162422793363858","56.733333333333327","85.1","8.2857089674558306","16.189831527832169","70.849104641108596","37.231249999999996","53.609777233621855","8.0441898240624461","83.952561324835841","23.100039449175608","81.978153382607317","84.3","20.023809523809522","13.278947368421059","2.7649315068493321","60.758368076235861","42.05","1.0131825046765084","32.376260641781265","53.305144032921802","25.169230769230772","0","4.6872458410351134","6.1813602015113318","13.225149700598811","0","0","74.464545454545458","72.990000000000009","30.939884393063583","49.614117647058826","73.103228621291478","25.009523809523809","77.979214828842927","40.400000000000006","80.800000000000011","80.800000000000011","80.800000000000011","42.442294520547946","46.620000000000005","77.400000000000006","56.896874999999994","29.307692307692307","14.468354430379742","76.043252620400594","75.925796150267374","20.872499999999999","75.597462262537448","20.176077885793454","45.3","40.47422680412371","10.02734375","5.0333333333333368","0","6.5698125967870284","24.966666666666661","18.493827160493836","74.2149923841299","15.103846153846147","11.900000000000002","21.3"
"40","Quito","26.919374999999999","46.587000000000003","61.843928571428577","81.562101889945254","41.943478260869576","83.508405687567389","66.731588132635252","82.965812822939355","85.995220887176217","81.900410436725522","84.493475389358395","84.864478129995803","15.972022382094323","67.839285714285722","4.5859017790889443","3.3333242004350372","50.634920634920633","54.947368421052637","72.177777777777777","0","22.055112011773378","86.426350653893067","7.7443714821763603","0","1.5245614035087782","65.174999999999997","0.71676014516660147","33.104761904761908","0.57986577181207399","79.454215705190038","67.240167364016727","2.2177540106951836","86.187996080379079","73.242639593908635","8.2492462311557784","82.269422234721233","76.111999999999995","42.6","2.13","7.6989065234705265","85.1","85.1","12.303803310722666","12.370248481511753","75.498034033953218","37.231249999999996","69.761498836324122","10.679917848373059","75.193746345837766","49.865081171832237","83.786041206319297","72.294835680751163","12.01428571428572","0.73771929824562299","75.113972602739722","0","0","0.34939764475412111","4.3593393909626776","7.5415637860082265","18.876923076923077","0","4.3848428835489797","3.5027707808564217","2.4491017964071942","0","0","17.694545454545462","64.88000000000001","3.2815028901734036","21.944705882352945","68.397164048865648","1.9238095238095227","61.387828237950913","56.56","80.800000000000011","53.86666666666666","80.800000000000011","24.746917808219184","4.8562500000000002","77.400000000000006","7.8093749999999993","67.407692307692315","3.8582278481012646","73.693755769860971","74.402802922023952","4.7437500000000004","71.959704567367211","10.102011871218531","45.3","48.257731958762889","17.6953125","0","75.5","2.2404741823390326","24.966666666666661","11.096296296296304","72.732823601494999","28.834615384615379","3.9666666666666677","20.059999999999999"
"41","Rio De Janeiro","36.698250000000002","81.747","72.517499999999998","67.447634042086364","15.252173913043483","79.25233683364884","51.732286212914474","59.592065415400462","86.086879780909712","64.736807020949612","75.822137944528066","86.338662886997326","1.6458832933653074","67.321428571428569","1.0967366225977713","5.2095781250000028","53.857142857142854","59.628070175438594","87","87","16.230850621453211","83.633342877594842","3.9944652908067577","13.121652421652421","9.9096491228070267","50.691666666666663","1.2328274496865703","37.24285714285714","12.467114093959724","76.293997509339974","73.747280334728032","7.2077005347593595","86.131637197694246","78.944162436548226","60.78391959798995","79.338412070552423","65.725714285714275","85.2","27.994285714285716","11.374341581559859","85.1","85.1","7.0631335656524019E-2","7.540149525918272","78.477717496842445","22.937109374999995","57.494313676484033","1.0365783179897949","54.290503915481217","37.051784431183428","84.3","84.3","20.023809523809522","14.754385964912281","32.027123287671245","27.74949374627754","0","0.41505026398704642","0.85645710543550202","12.340740740740737","18.876923076923077","9.6235294117646948","23.285027726432535","3.4255037783375304","5.632934131736536","0","0","16.957272727272727","64.88000000000001","32.34624277456647","41.027058823529416","50.209816753926724","3.8476190476190455","47.98223287492133","40.400000000000006","80.800000000000011","80.800000000000011","80.800000000000011","31.931506849315074","5.8275000000000006","77.400000000000006","13.387499999999999","43.96153846153846","22.184810126582274","72.581870533075843","74.630043564373025","15.18","66.384631431381337","10.804472754343809","75.5","40.47422680412371","7.66796875","0","0","2.624696102308866","74.900000000000006","1.8493827160493856","71.406271409736604","0","3.9666666666666677","25.02"
"42","Rome","80.098875000000007","87.9","75.970714285714294","83.66796306058697","3.8130434782608771","85.389699188799426","56.017801047120415","86.748741300915299","86.837547081446516","83.79843793066064","79.43753944554085","87.201255792710171","7.7657873701039195","67.321428571428569","0","5.0112952850706893","66.285714285714292","61.05263157894737","76.044444444444437","87","6.0446421866365938","85.255299238817273","0.7744371482176422","2.4757834757834711","5.3359649122807049","65.174999999999997","4.0711976245463504","82.761904761904759","53.057718120805369","84.625503996149945","79.892887029288701","0.46203208556149455","86.289077980824345","75.435532994923861","1.3025125628140701","85.531333188689487","38.299428571428571","85.2","34.08","7.6989065234705265","85.1","85.1","12.659229916177093","20.380846170807676","72.054491589708377","50.528124999999996","5.132452430264534","7.1822511890881939","79.455807489373157","41.199462853719616","84.194226340044793","84.3","12.01428571428572","4.4263157894736906","0","47.28433591423466","0","2.0553566890476688E-2","0.85100196463654809","6.3417695473250983","18.876923076923077","24.058823529411757","19.051386321626609","18.779560993163006","24.630966638152273","0","0","36.126363636363642","64.88000000000001","30.471098265895954","31.485882352941175","51.342102966841203","11.542857142857148","75.589817148314452","24.240000000000002","80.800000000000011","74.066666666666677","80.800000000000011","17.429280821917811","22.338750000000001","77.400000000000006","6.6937499999999996","23.446153846153848","8.6810126582278464","75.823020565218357","75.877786267037791","13.282500000000001","74.587529003399126","31.013310490216671","45.3","50.865206185567018","8.84765625","0","0","6.0151379382787606","24.966666666666661","18.493827160493836","73.831099063758614","19.223076923076921","3.9666666666666677","14.04"
"43","San Francisco","73.945875000000001","87.9","52.74","75.930553172796877","55.289130434782614","84.559756201358539","56.859598603839437","84.490978786608196","87.291291880640259","82.85530700396464","83.34450644951059","87.198143354922365","4.0683453237410081","74.3125","6.560347956101503","71.506548791528928","49.714285714285715","70.92280701754386","70.888888888888886","87","14.160506308683312","85.894232482164924","1.059756097560975","26.490883190883192","14.483333333333338","57.933333333333323","5.562058726492892","49.657142857142858","42.040268456375841","85.328903489741521","71.578242677824264","1.0164705882352905","86.358730504711346","67.979695431472095","29.089447236180902","83.910284071407034","54.852571428571423","85.2","70.289999999999992","53.261635364812619","85.1","85.1","83.904383935444173","17.164875889267776","70.112529329994416","85.1","49.363625329362549","6.2748252232974266","70.92128982461405","13.972494761976156","81.214408539866184","75.369489411764704","84.1","27.295614035087716","21.428219178082191","72.629541393686722","84.1","1.3863634402837739","0.66552717747217205","8.0557613168724309","18.876923076923077","0","3.3264325323475017","4.3269521410579328","8.8167664670658787","81.8","12.476923076923079","54.558181818181829","81.100000000000009","17.345086705202302","60.109411764705889","68.680235602094243","15.390476190476194","70.940932690407323","56.56","80.800000000000011","74.066666666666677","80.800000000000011","26.609589041095898","16.51125","77.400000000000006","16.734375","20.515384615384612","3.8582278481012646","76.2","76.097104896282019","44.591250000000002","75.255030352073902","64.650651412677462","45.3","44.365979381443296","4.71875","2.6425000000000001","0","13.171905323305836","24.966666666666661","72.125925925925927","74.338403718196048","6.8653846153846132","7.9333333333333353","22"
